Gene.Symbol,EnsID,entrez_id,hgnc_symbol,tissue,phase,pval,fdr,rsq,rAmp,fitmean,amp,G1Acro,Peg,hgnc_name,gene_biotype,type
CARNS1,ENSG00000172508,57571,CARNS1,Artery Tibial,3.919795389,0.009186203,0.108848528,0.144053029,0.316726006,16.37408861,5.186099682,0.84386682,3.075928569,carnosine synthase 1,protein_coding,protein_coding
CARS,ENSG00000110619,833,CARS,Artery Tibial,6.273400187,0.378473097,0.675005936,0.117202415,0.150658776,19.45965336,2.931767554,0.84386682,5.429533367,cysteinyl-tRNA synthetase,protein_coding,protein_coding
CARS2,ENSG00000134905,79587,CARS2,Artery Tibial,5.157467804,0.755873788,0.905773063,0.013763314,0.030962988,24.78606863,0.767450736,0.84386682,4.313600984,"cysteinyl-tRNA synthetase 2, mitochondrial (putative)",protein_coding,protein_coding
CASC3,ENSG00000108349,22794,CASC3,Artery Tibial,2.009734874,0.09941777,0.351820233,0.15652626,0.136052139,139.9094978,19.03498651,0.84386682,1.165868054,cancer susceptibility 3,protein_coding,protein_coding
CASC4,ENSG00000166734,113201,CASC4,Artery Tibial,3.368449501,0.165954871,0.451567027,0.078870097,0.075415361,41.6392832,3.14024157,0.84386682,2.524582681,cancer susceptibility 4,protein_coding,protein_coding
CASC7,ENSG00000259758,NA,NA,Artery Tibial,1.756536682,0.885651812,0.959877381,0.008205347,0.043021543,24.6461761,1.06031653,0.84386682,0.912669862,NA,NA,NoEntrez
CASD1,ENSG00000127995,64921,CASD1,Artery Tibial,2.7301748,0.255731531,0.559440301,0.141658383,0.120880127,18.27877587,2.209540756,0.84386682,1.88630798,CAS1 domain containing 1,protein_coding,protein_coding
CASK,ENSG00000147044,8573,CASK,Artery Tibial,3.28106507,0.023187963,0.173487595,0.163665305,0.124196829,10.17354501,1.263522027,0.84386682,2.43719825,calcium/calmodulin dependent serine protein kinase,protein_coding,protein_coding
CASKIN2,ENSG00000177303,57513,CASKIN2,Artery Tibial,1.7146754,0.954786137,0.983434966,0.01220904,0.045025757,33.37946771,1.502935813,0.84386682,0.87080858,CASK interacting protein 2,protein_coding,protein_coding
CASP1,ENSG00000137752,834,CASP1,Artery Tibial,5.357662236,0.532624443,0.787104647,0.042565782,0.236838345,5.520164495,1.307386623,0.84386682,4.513795416,caspase 1,protein_coding,protein_coding
CASP10,ENSG00000003400,843,CASP10,Artery Tibial,1.289388383,0.885951936,0.959985501,0.003782027,0.084355111,2.858041703,0.241090424,0.84386682,0.445521563,caspase 10,protein_coding,protein_coding
CASP12,ENSG00000204403,100506742,CASP12,Artery Tibial,2.177578301,0.105592547,0.361492529,0.151859853,0.328070266,5.051169996,1.657138683,0.84386682,1.333711481,caspase 12 (gene/pseudogene),polymorphic_pseudogene,other
CASP2,ENSG00000106144,835,CASP2,Artery Tibial,2.85519684,0.733661809,0.895642969,0.036287767,0.089347252,12.32460082,1.101169214,0.84386682,2.011330019,caspase 2,protein_coding,protein_coding
CASP3,ENSG00000164305,836,CASP3,Artery Tibial,1.30194861,0.454777273,0.730575485,0.04784184,0.108164934,14.039689,1.518602028,0.84386682,0.45808179,caspase 3,protein_coding,protein_coding
CASP4,ENSG00000196954,837,CASP4,Artery Tibial,6.282080172,0.052205113,0.258885588,0.133980213,0.284566358,29.7641478,8.469875135,0.84386682,5.438213352,caspase 4,protein_coding,protein_coding
CASP6,ENSG00000138794,839,CASP6,Artery Tibial,2.419496456,0.349543921,0.651132945,0.060677933,0.091402646,11.3224063,1.034897891,0.84386682,1.575629636,caspase 6,protein_coding,protein_coding
CASP7,ENSG00000165806,840,CASP7,Artery Tibial,0.488067766,0.544405884,0.794152202,0.004317701,0.0377363,16.50164671,0.622711092,0.84386682,5.927386253,caspase 7,protein_coding,protein_coding
CASP8,ENSG00000064012,841,CASP8,Artery Tibial,3.702563461,0.431504141,0.715247913,0.003133736,0.048077556,4.153186989,0.199675081,0.84386682,2.858696641,caspase 8,protein_coding,protein_coding
CASP8AP2,ENSG00000118412,9994,CASP8AP2,Artery Tibial,2.539409028,0.0260021,0.18407622,0.16011617,0.16789436,8.167195533,1.371226064,0.84386682,1.695542207,caspase 8 associated protein 2,protein_coding,protein_coding
CASP9,ENSG00000132906,842,CASP9,Artery Tibial,1.966469562,0.113701568,0.374158171,0.006758085,0.078125487,11.72261747,0.915835194,0.84386682,1.122602742,caspase 9,protein_coding,protein_coding
CASQ1,ENSG00000143318,844,CASQ1,Artery Tibial,3.483774012,0.001781828,0.046729373,0.030873179,0.656901064,7.368704948,4.840510119,0.84386682,2.639907192,calsequestrin 1,protein_coding,protein_coding
CASQ2,ENSG00000118729,845,CASQ2,Artery Tibial,3.87729488,0.068486965,0.293693783,0.168175936,0.263396501,403.2417482,106.2124655,0.84386682,3.03342806,calsequestrin 2,protein_coding,protein_coding
CAST,ENSG00000153113,831,CAST,Artery Tibial,1.639864875,0.008386313,0.104400898,0.119592669,0.133388786,116.256454,15.50730732,0.84386682,0.795998055,calpastatin,protein_coding,protein_coding
CASZ1,ENSG00000130940,54897,CASZ1,Artery Tibial,4.043252119,0.025780345,0.183284816,0.179055648,0.265347772,12.27455875,3.257026817,0.84386682,3.199385299,castor zinc finger 1,protein_coding,protein_coding
CAT,ENSG00000121691,847,CAT,Artery Tibial,2.067113633,0.218275961,0.516338174,0.139092442,0.246707896,61.08386081,15.06987075,0.84386682,1.223246813,catalase,protein_coding,protein_coding
CATSPER2,ENSG00000166762,117155,CATSPER2,Artery Tibial,3.805077731,0.071762711,0.299686856,0.109143764,0.241361149,2.003377182,0.483537418,0.84386682,2.961210911,cation channel sperm associated 2,protein_coding,protein_coding
CATSPER3,ENSG00000152705,347732,CATSPER3,Artery Tibial,0.263959967,0.307607091,0.613210054,0.009625174,0.068888769,1.373559517,0.094622824,0.84386682,5.703278454,cation channel sperm associated 3,protein_coding,protein_coding
CAV1,ENSG00000105974,857,CAV1,Artery Tibial,2.58387869,0.029548238,0.195265693,0.170005973,0.172304124,435.8114721,75.0921141,0.84386682,1.74001187,caveolin 1,protein_coding,protein_coding
CAV2,ENSG00000105971,858,CAV2,Artery Tibial,3.176990326,0.07308985,0.301794891,0.117429596,0.125032064,73.55979604,9.197333119,0.84386682,2.333123505,caveolin 2,protein_coding,protein_coding
CAV3,ENSG00000182533,859,CAV3,Artery Tibial,3.587250221,0.069812341,0.296085644,0.173594779,0.542369646,3.829008012,2.076737721,0.84386682,2.743383401,caveolin 3,protein_coding,protein_coding
CBFA2T2,ENSG00000078699,9139,CBFA2T2,Artery Tibial,3.291532725,0.001365004,0.041288631,0.225568134,0.192459061,14.205275,2.733933885,0.84386682,2.447665905,CBFA2/RUNX1 translocation partner 2,protein_coding,protein_coding
CBFA2T3,ENSG00000129993,863,CBFA2T3,Artery Tibial,1.435145527,0.409233502,0.698610127,0.040507283,0.262648235,1.76254913,0.462930419,0.84386682,0.591278707,CBFA2/RUNX1 translocation partner 3,protein_coding,protein_coding
CBFB,ENSG00000067955,865,CBFB,Artery Tibial,1.631789848,0.454173151,0.730387161,0.013355628,0.051129427,30.43783501,1.556269058,0.84386682,0.787923028,core-binding factor beta subunit,protein_coding,protein_coding
CBL,ENSG00000110395,867,CBL,Artery Tibial,2.744298328,0.505586503,0.769043108,0.042540954,0.101143088,21.09135056,2.133244325,0.84386682,1.900431508,Cbl proto-oncogene,protein_coding,protein_coding
CBLB,ENSG00000114423,868,CBLB,Artery Tibial,1.182998249,0.09279472,0.340345623,0.121046187,0.279652641,18.1154892,5.066044399,0.84386682,0.339131429,Cbl proto-oncogene B,protein_coding,protein_coding
CBLL1,ENSG00000105879,79872,CBLL1,Artery Tibial,1.785862651,0.001310899,0.041040667,0.20154959,0.177339956,13.34235445,2.366132552,0.84386682,0.941995831,Cbl proto-oncogene like 1,protein_coding,protein_coding
CBLN3,ENSG00000139899,643866,CBLN3,Artery Tibial,3.81569482,0.12031374,0.385536805,0.024032197,0.103827497,7.892287543,0.819436463,0.84386682,2.971828,cerebellin 3 precursor,protein_coding,protein_coding
CBR1,ENSG00000159228,873,CBR1,Artery Tibial,3.78695107,0.563360592,0.80585222,0.005802581,0.036079324,39.30855599,1.418226113,0.84386682,2.94308425,carbonyl reductase 1,protein_coding,protein_coding
CBR3,ENSG00000159231,874,CBR3,Artery Tibial,2.662297362,0.458134091,0.733512771,0.042501939,0.114009715,22.00895713,2.509234938,0.84386682,1.818430542,carbonyl reductase 3,protein_coding,protein_coding
CBR4,ENSG00000145439,84869,CBR4,Artery Tibial,3.103787514,0.02243761,0.17120376,0.193580381,0.179656635,10.9564644,1.968401525,0.84386682,2.259920694,carbonyl reductase 4,protein_coding,protein_coding
CBS,ENSG00000160200,875,CBS,Artery Tibial,1.247383614,6.29683E-05,0.008073403,0.245175929,0.669608301,8.109397534,5.430119905,0.84386682,0.403516794,cystathionine-beta-synthase,protein_coding,protein_coding
CBWD1,ENSG00000172785,55871,CBWD1,Artery Tibial,3.378716291,0.754469561,0.905206581,0.006449699,0.03825481,3.142208307,0.120204581,0.84386682,2.534849471,COBW domain containing 1,protein_coding,protein_coding
CBWD2,ENSG00000136682,150472,CBWD2,Artery Tibial,1.333084383,0.948736204,0.981626202,0.013815,0.041824312,18.72162744,0.783019186,0.84386682,0.489217563,COBW domain containing 2,protein_coding,protein_coding
CBX1,ENSG00000108468,10951,CBX1,Artery Tibial,3.478819654,0.077180468,0.311065073,0.103851235,0.102038452,57.8508848,5.903014708,0.84386682,2.634952834,chromobox 1,protein_coding,protein_coding
CBX3,ENSG00000122565,11335,CBX3,Artery Tibial,1.530299773,0.180443025,0.468471066,0.059372061,0.079824707,62.693353,5.004478547,0.84386682,0.686432953,chromobox 3,protein_coding,protein_coding
CBX3P2,ENSG00000266405,645158,CBX3P2,Artery Tibial,2.606582648,0.113428927,0.374121065,0.113278938,0.203757409,1.763284229,0.359282227,0.84386682,1.762715828,chromobox 3 pseudogene 2,transcribed_processed_pseudogene,other
CBX4,ENSG00000141582,8535,CBX4,Artery Tibial,1.512802557,0.939938313,0.978918999,0.016836306,0.058248075,13.76611471,0.801849678,0.84386682,0.668935737,chromobox 4,protein_coding,protein_coding
CBX5,ENSG00000094916,23468,CBX5,Artery Tibial,3.67343674,0.102720302,0.357028437,0.077315546,0.108139023,15.40495064,1.665876309,0.84386682,2.829569919,chromobox 5,protein_coding,protein_coding
CBX6,ENSG00000183741,23466,CBX6,Artery Tibial,2.292342503,0.649300493,0.85340649,0.059313341,0.09534101,83.60729779,7.971204236,0.84386682,1.448475683,chromobox 6,protein_coding,protein_coding
CBX7,ENSG00000100307,23492,CBX7,Artery Tibial,2.215873972,0.30310649,0.60934072,0.147763516,0.162061443,178.4558154,28.92080692,0.84386682,1.372007152,chromobox 7,protein_coding,protein_coding
CBY1,ENSG00000100211,25776,CBY1,Artery Tibial,2.483329477,0.306730003,0.612407312,0.034508078,0.052318218,54.39521134,2.845860543,0.84386682,1.639462657,"chibby family member 1, beta catenin antagonist",protein_coding,protein_coding
CC2D1A,ENSG00000132024,54862,CC2D1A,Artery Tibial,2.860583847,0.954025723,0.983326912,0.008092577,0.024180491,36.78937064,0.889585029,0.84386682,2.016717027,coiled-coil and C2 domain containing 1A,protein_coding,protein_coding
CC2D1B,ENSG00000154222,200014,CC2D1B,Artery Tibial,1.274441746,0.011502214,0.122023896,0.172170338,0.152206496,17.03498531,2.592835426,0.84386682,0.430574926,coiled-coil and C2 domain containing 1B,protein_coding,protein_coding
CC2D2A,ENSG00000048342,57545,CC2D2A,Artery Tibial,3.337958113,0.001336056,0.041040667,0.209873119,0.266141337,18.56999988,4.942244605,0.84386682,2.494091293,coiled-coil and C2 domain containing 2A,protein_coding,protein_coding
CC2D2B,ENSG00000188649,387707,CC2D2B,Artery Tibial,2.96967594,0.169133845,0.45564123,0.094421428,0.224049187,3.984956262,0.892826209,0.84386682,2.12580912,coiled-coil and C2 domain containing 2B,protein_coding,protein_coding
CCAR1,ENSG00000060339,55749,CCAR1,Artery Tibial,2.650084236,0.731269377,0.894542276,0.028829074,0.056963507,37.27874289,2.123527941,0.84386682,1.806217416,cell division cycle and apoptosis regulator 1,protein_coding,protein_coding
CCAR2,ENSG00000158941,57805,CCAR2,Artery Tibial,1.459648539,0.775080196,0.915132017,0.060475689,0.071060625,45.89150669,3.261079143,0.84386682,0.615781719,cell cycle and apoptosis regulator 2,protein_coding,protein_coding
CCBL1,ENSG00000171097,883,KYAT1,Artery Tibial,3.075971619,0.681862916,0.868879224,0.008535534,0.049460753,9.91821911,0.490562586,0.84386682,2.232104799,kynurenine aminotransferase 1,protein_coding,protein_coding
CCBL2,ENSG00000137944,56267,KYAT3,Artery Tibial,1.532665252,0.111683613,0.371148843,0.072710331,0.138280366,33.84845225,4.680576378,0.84386682,0.688798432,kynurenine aminotransferase 3,protein_coding,protein_coding
CCDC101,ENSG00000176476,112869,SGF29,Artery Tibial,1.495065627,0.044767792,0.240444557,0.11451499,0.168865208,44.34743831,7.488739375,0.84386682,0.651198807,SAGA complex associated factor 29,protein_coding,protein_coding
CCDC102A,ENSG00000135736,92922,CCDC102A,Artery Tibial,3.672687409,0.398321267,0.691176093,0.06422053,0.136002659,30.97995684,4.213356521,0.84386682,2.828820589,coiled-coil domain containing 102A,protein_coding,protein_coding
CCDC102B,ENSG00000150636,79839,CCDC102B,Artery Tibial,3.947313961,0.018778871,0.156154015,0.164150174,0.412655099,6.832142381,2.819318391,0.84386682,3.10344714,coiled-coil domain containing 102B,protein_coding,protein_coding
CCDC104,ENSG00000163001,112942,CFAP36,Artery Tibial,0.602050041,0.201721784,0.495580214,0.054772286,0.085387456,37.53958308,3.205409481,0.84386682,6.041368528,cilia and flagella associated protein 36,protein_coding,protein_coding
CCDC106,ENSG00000173581,29903,CCDC106,Artery Tibial,2.412711265,0.871974929,0.955339053,0.004101231,0.026990589,10.61089555,0.286394324,0.84386682,1.568844445,coiled-coil domain containing 106,protein_coding,protein_coding
CCDC107,ENSG00000159884,203260,CCDC107,Artery Tibial,5.244112614,0.203739339,0.497756011,0.108593,0.154913105,203.1651334,31.47294164,0.84386682,4.400245794,coiled-coil domain containing 107,protein_coding,protein_coding
CCDC109B,ENSG00000005059,55013,MCUB,Artery Tibial,6.155083615,0.640239886,0.847682129,0.061876295,0.171344494,8.278100737,1.418406985,0.84386682,5.311216795,mitochondrial calcium uniporter dominant negative beta subunit,protein_coding,protein_coding
CCDC110,ENSG00000168491,256309,CCDC110,Artery Tibial,3.529575622,0.102943161,0.35746536,0.119800221,0.248752677,2.998667232,0.745926502,0.84386682,2.685708802,coiled-coil domain containing 110,protein_coding,protein_coding
CCDC112,ENSG00000164221,153733,CCDC112,Artery Tibial,2.731425806,0.172510945,0.459986159,0.095050373,0.155064175,11.16127152,1.730713357,0.84386682,1.887558986,coiled-coil domain containing 112,protein_coding,protein_coding
CCDC113,ENSG00000103021,29070,CCDC113,Artery Tibial,2.717725307,0.374354781,0.671653638,0.056141919,0.120020542,2.609835488,0.313233869,0.84386682,1.873858487,coiled-coil domain containing 113,protein_coding,protein_coding
CCDC115,ENSG00000136710,84317,CCDC115,Artery Tibial,3.317052879,0.017382592,0.149773848,0.196955884,0.191512463,88.334083,16.91707778,0.84386682,2.473186059,coiled-coil domain containing 115,protein_coding,protein_coding
CCDC116,ENSG00000161180,164592,CCDC116,Artery Tibial,2.806397436,0.308669402,0.613933746,0.023595002,0.072799445,1.508575642,0.109823469,0.84386682,1.962530616,coiled-coil domain containing 116,protein_coding,protein_coding
CCDC117,ENSG00000159873,150275,CCDC117,Artery Tibial,2.045230139,0.155458798,0.437971464,0.081205518,0.121727764,13.59483107,1.654868393,0.84386682,1.201363319,coiled-coil domain containing 117,protein_coding,protein_coding
CCDC12,ENSG00000160799,151903,CCDC12,Artery Tibial,0.587820113,0.035660846,0.213065241,0.096330596,0.10221796,46.57399277,4.760698546,0.84386682,6.0271386,coiled-coil domain containing 12,protein_coding,protein_coding
CCDC120,ENSG00000147144,90060,CCDC120,Artery Tibial,2.839450381,0.742669998,0.899466546,0.031781176,0.078061825,4.715708285,0.368116795,0.84386682,1.995583561,coiled-coil domain containing 120,protein_coding,protein_coding
CCDC121,ENSG00000176714,79635,CCDC121,Artery Tibial,2.24225994,0.0555268,0.266205666,0.151740531,0.243139561,3.855628217,0.937455753,0.84386682,1.39839312,coiled-coil domain containing 121,protein_coding,protein_coding
CCDC122,ENSG00000151773,160857,CCDC122,Artery Tibial,3.05322374,0.232637317,0.532955466,0.142114784,0.243949523,1.832781152,0.447106087,0.84386682,2.20935692,coiled-coil domain containing 122,protein_coding,protein_coding
CCDC124,ENSG00000007080,115098,CCDC124,Artery Tibial,6.204521825,0.005442187,0.083030727,0.18412214,0.176031291,127.5616592,22.45484355,0.84386682,5.360655005,coiled-coil domain containing 124,protein_coding,protein_coding
CCDC125,ENSG00000183323,202243,CCDC125,Artery Tibial,3.671013536,0.106252181,0.362659604,0.116877525,0.162848886,3.873577707,0.630807815,0.84386682,2.827146716,coiled-coil domain containing 125,protein_coding,protein_coding
CCDC126,ENSG00000169193,90693,CCDC126,Artery Tibial,1.490996878,0.004326313,0.074510938,0.159761255,0.181147845,7.078867901,1.282321669,0.84386682,0.647130057,coiled-coil domain containing 126,protein_coding,protein_coding
CCDC127,ENSG00000164366,133957,CCDC127,Artery Tibial,2.017012959,0.123648393,0.390197808,0.150523145,0.140219547,5.896283375,0.826774181,0.84386682,1.173146139,coiled-coil domain containing 127,protein_coding,protein_coding
CCDC130,ENSG00000104957,81576,CCDC130,Artery Tibial,1.072177871,0.459744513,0.734604068,0.043003616,0.068716485,46.2877427,3.180730955,0.84386682,0.228311051,coiled-coil domain containing 130,protein_coding,protein_coding
CCDC132,ENSG00000004766,55610,VPS50,Artery Tibial,2.469555612,0.05749422,0.271046762,0.136152505,0.139601933,13.54850802,1.891397908,0.84386682,1.625688792,"VPS50, EARP/GARPII complex subunit",protein_coding,protein_coding
CCDC134,ENSG00000100147,79879,CCDC134,Artery Tibial,1.950625536,0.408300895,0.697917244,0.000207439,0.009130575,2.371565778,0.021653759,0.84386682,1.106758716,coiled-coil domain containing 134,protein_coding,protein_coding
CCDC136,ENSG00000128596,64753,CCDC136,Artery Tibial,3.461438225,0.621259959,0.837634427,0.031000694,0.138346073,5.5141209,0.762856971,0.84386682,2.617571405,coiled-coil domain containing 136,protein_coding,protein_coding
